province,region,country,date,day.maxtemp_c,day.maxwind_kph,day.totalprecip_mm,day.avghumidity,day.uv,day.daily_will_it_rain
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,33.0,18.4,0.2,78,7.0,1
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-05-05,29.9,20.9,0.1,81,6.0,1
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-05-05,30.8,20.2,0.3,80,7.0,1
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-05,36.0,11.6,13.34,73,8.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-05-05,36.0,17.3,23.99,67,8.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-05,29.8,12.2,11.37,88,6.0,1
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-05-05,29.2,19.1,2.8,85,6.0,1
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,33.6,17.3,4.1,74,7.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-05,31.7,18.7,16.6,75,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2024-05-05,32.2,11.0,4.0,75,7.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-05,23.9,7.6,1.2,80,5.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2024-05-05,27.7,5.8,15.81,85,6.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-05,27.5,11.6,1.9,88,6.0,1
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-05,29.7,13.1,2.5,79,6.0,1
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-05,35.3,16.6,19.33,68,8.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2024-05-05,29.2,19.1,2.8,85,6.0,1
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,32.5,18.7,12.7,82,7.0,1
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2024-05-05,29.2,19.1,2.8,85,6.0,1
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,32.5,20.9,0.0,73,7.0,0
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2024-05-05,29.8,17.6,4.43,87,6.0,1
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,34.5,22.3,0.7,75,7.0,1
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,31.9,18.0,6.72,80,7.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,33.3,18.0,0.0,81,7.0,0
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,35.6,21.2,0.0,76,8.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-05,28.2,16.2,0.0,82,6.0,0
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,34.8,13.0,0.7,75,7.0,1
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-05,36.1,18.0,10.8,63,8.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-05,37.5,10.4,17.3,35,8.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2024-05-05,36.1,17.9,47.45,66,8.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-05-05,29.8,20.5,0.0,84,6.0,0
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-05,27.7,9.7,0.7,89,6.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,30.1,21.2,21.3,88,7.0,1
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-05,34.8,13.0,0.7,75,7.0,1
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-05,35.3,11.2,10.3,72,8.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-05,36.6,16.9,9.51,68,8.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-05,29.8,17.6,4.43,87,6.0,1
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-05,37.2,13.7,17.24,76,8.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-05-05,29.8,17.6,4.43,87,6.0,1
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-05,29.8,17.6,4.43,87,6.0,1
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,35.7,16.6,0.2,60,8.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-05-06,31.6,22.3,1.0,68,7.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,30.0,18.4,16.01,79,7.0,1
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,27.4,6.8,18.35,94,6.0,1
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,36.0,23.0,0.5,58,8.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,30.0,18.4,16.01,79,7.0,1
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,36.7,16.6,0.2,62,8.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,33.1,18.7,0.1,73,7.0,1
Bình Dương,Đông Nam Bộ,Vietnam,2024-05-06,34.7,22.0,0.1,59,7.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2024-05-06,34.5,16.6,0.2,67,7.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,33.0,20.2,3.7,69,7.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,35.7,16.9,0.3,61,8.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,36.1,17.3,0.4,60,8.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,26.3,12.6,22.6,90,6.0,1
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,31.7,21.6,0.1,80,7.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2024-05-06,35.9,18.4,0.0,59,9.0,0
Đắk Nông,Tây Nguyên,Vietnam,2024-05-06,35.9,18.4,0.0,59,9.0,0
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,33.3,11.2,22.3,73,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2024-05-06,34.7,22.0,0.1,59,7.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,35.7,17.3,0.6,62,8.0,1
Gia Lai,Tây Nguyên,Vietnam,2024-05-06,33.4,13.9,0.1,58,7.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,26.0,22.0,25.0,79,6.0,1
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,30.1,18.0,13.3,83,7.0,1
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,30.4,18.0,19.88,82,7.0,1
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,30.7,15.1,22.4,84,7.0,1
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,29.5,18.7,6.2,82,6.0,1
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,29.5,18.4,8.6,80,6.0,1
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,36.1,17.3,0.4,60,8.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-05-06,34.7,22.0,0.1,59,7.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,30.8,9.4,20.22,85,7.0,1
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,30.1,18.0,13.3,83,7.0,1
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,32.1,15.5,0.1,70,7.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,34.3,14.7,2.4,66,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2024-05-06,33.4,13.9,0.1,58,7.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,22.6,5.8,18.0,87,5.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2024-05-06,27.9,8.6,0.0,72,7.0,0
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,28.1,12.6,23.38,81,6.0,1
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,30.1,10.2,19.67,82,7.0,1
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,35.6,20.2,0.2,58,8.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,30.1,18.0,13.3,83,7.0,1
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,31.2,18.4,0.9,85,7.0,1
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,30.1,18.0,13.3,83,7.0,1
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,32.7,14.8,0.4,69,7.0,1
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,29.8,13.7,35.81,85,6.0,1
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,33.1,18.7,0.1,73,7.0,1
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,29.7,14.4,9.6,86,6.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,31.7,21.6,0.1,80,7.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,33.5,21.2,0.1,71,7.0,1
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,29.1,12.2,4.0,80,6.0,1
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,32.9,16.2,6.6,74,7.0,1
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,36.0,23.0,0.5,58,8.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,33.3,11.2,22.3,73,7.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2024-05-06,36.0,18.7,0.1,60,8.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,30.5,16.3,25.5,84,7.0,1
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,29.5,13.0,7.8,88,6.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,30.1,17.3,20.4,84,7.0,1
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-06,32.9,16.2,6.6,74,7.0,1
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,36.7,16.6,0.2,62,8.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,36.2,19.8,0.2,61,8.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,29.8,13.7,35.81,85,6.0,1
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-06,36.2,19.4,0.5,63,8.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-05-06,29.8,13.7,35.81,85,6.0,1
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-06,29.8,13.7,35.81,85,6.0,1
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,34.7,14.4,2.27,58,7.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-05-07,31.0,25.9,1.0,72,7.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,31.5,18.4,8.0,79,7.0,1
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,29.0,8.3,1.3,88,6.0,1
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,34.3,19.4,6.8,60,7.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,31.5,18.4,8.0,79,7.0,1
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,35.1,16.2,2.61,65,8.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,32.1,16.9,0.8,77,7.0,1
Bình Dương,Đông Nam Bộ,Vietnam,2024-05-07,35.0,21.2,9.8,59,7.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2024-05-07,36.3,16.9,11.8,64,8.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,33.3,23.8,5.4,70,7.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,35.8,15.1,5.0,60,8.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,34.1,14.8,12.0,63,7.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,28.9,11.2,3.02,85,6.0,1
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,31.5,21.6,0.1,83,7.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2024-05-07,35.4,15.8,0.6,62,8.0,1
Đắk Nông,Tây Nguyên,Vietnam,2024-05-07,35.4,15.8,0.6,62,8.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,31.5,7.2,26.4,72,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2024-05-07,35.0,21.2,9.8,59,7.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,34.4,14.4,8.6,63,7.0,1
Gia Lai,Tây Nguyên,Vietnam,2024-05-07,33.0,15.3,0.0,63,8.0,0
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,27.7,21.6,7.8,77,6.0,1
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,31.2,16.6,4.6,82,7.0,1
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,30.8,14.8,20.2,82,7.0,1
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,31.6,20.9,0.6,80,7.0,1
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,30.2,17.3,6.7,79,7.0,1
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,30.4,16.9,8.5,78,7.0,1
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,34.1,14.8,12.0,63,7.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-05-07,35.0,21.2,9.8,59,7.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,31.0,9.0,9.0,85,7.0,1
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,31.2,16.6,4.6,82,7.0,1
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,31.0,16.6,0.9,74,7.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,32.7,13.7,6.0,66,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2024-05-07,33.0,15.3,0.0,63,8.0,0
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,22.9,4.7,1.2,87,5.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2024-05-07,27.7,10.5,3.7,71,6.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,29.6,13.7,3.2,79,6.0,1
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,31.0,9.1,4.1,83,7.0,1
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,34.5,21.6,4.81,62,7.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,31.2,16.6,4.6,82,7.0,1
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,31.7,20.5,5.5,82,7.0,1
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,31.2,16.6,4.6,82,7.0,1
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,31.9,20.2,1.5,74,7.0,1
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,31.8,16.9,16.8,82,7.0,1
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,32.1,16.9,0.8,77,7.0,1
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,29.5,15.8,1.0,88,6.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,31.5,21.6,0.1,83,7.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,34.8,22.3,0.0,75,8.0,0
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,28.9,12.2,0.8,80,6.0,1
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,31.8,16.9,0.0,80,7.0,0
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,34.3,19.4,6.8,60,7.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,31.5,7.2,26.4,72,7.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2024-05-07,35.5,14.8,1.0,56,8.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,30.6,18.4,5.2,82,7.0,1
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,31.0,14.0,2.6,83,7.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,31.2,17.6,7.7,81,7.0,1
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-07,31.8,16.9,0.0,80,7.0,0
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,35.1,16.2,2.61,65,8.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,34.1,17.6,5.9,64,7.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,31.8,16.9,16.8,82,7.0,1
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-07,35.0,15.8,7.1,62,7.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-05-07,31.8,16.9,16.8,82,7.0,1
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-07,31.8,16.9,16.8,82,7.0,1
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,35.8,14.0,5.26,60,8.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-05-08,32.0,33.5,0.0,71,7.0,0
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,32.6,17.6,13.5,73,7.0,1
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,27.3,5.4,56.49,93,6.0,1
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,35.3,24.1,1.5,61,8.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,32.6,17.6,13.5,73,7.0,1
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,35.2,19.1,0.8,65,8.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,31.2,18.0,2.7,78,7.0,1
Bình Dương,Đông Nam Bộ,Vietnam,2024-05-08,37.1,18.7,1.0,57,8.0,1
Bình Phước,Đông Nam Bộ,Vietnam,2024-05-08,37.1,18.0,0.7,62,8.0,1
Bình Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,33.9,29.5,0.1,72,7.0,1
Cà Mau,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,35.5,18.0,7.15,67,8.0,1
Cần Thơ,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,34.8,15.5,11.43,64,7.0,1
Cao Bằng,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,26.3,7.6,40.3,90,6.0,1
Đà Nẵng,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,31.3,18.4,0.2,82,7.0,1
Đắk Lắk,Tây Nguyên,Vietnam,2024-05-08,35.4,18.4,0.1,64,8.0,1
Đắk Nông,Tây Nguyên,Vietnam,2024-05-08,35.4,18.4,0.1,64,8.0,1
Điện Biên,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,32.4,7.6,9.67,76,7.0,1
Đồng Nai,Đông Nam Bộ,Vietnam,2024-05-08,37.1,18.7,1.0,57,8.0,1
Đồng Tháp,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,35.4,16.2,5.16,64,8.0,1
Gia Lai,Tây Nguyên,Vietnam,2024-05-08,33.4,16.6,0.8,65,7.0,1
Hà Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,23.0,15.1,20.6,83,5.0,1
Hà Nam,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,31.5,17.6,3.7,79,7.0,1
Hà Nội,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,31.6,16.6,24.2,75,7.0,1
Hà Tĩnh,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,31.3,18.7,0.7,81,7.0,1
Hải Dương,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,31.6,15.8,0.3,77,7.0,1
Hải Phòng,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,31.5,15.5,2.9,76,7.0,1
Hậu Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,34.8,15.5,11.43,64,7.0,1
TP. Hồ Chí Minh,Đông Nam Bộ,Vietnam,2024-05-08,37.1,18.7,1.0,57,8.0,1
Hòa Bình,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,30.4,10.1,15.96,85,7.0,1
Hưng Yên,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,31.5,17.6,3.7,79,7.0,1
Khánh Hòa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,31.9,21.2,6.6,75,7.0,1
Kiên Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,33.7,16.9,6.23,68,7.0,1
Kon Tum,Tây Nguyên,Vietnam,2024-05-08,33.4,16.6,0.8,65,7.0,1
Lai Châu,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,22.5,4.7,5.3,81,5.0,1
Lâm Đồng,Tây Nguyên,Vietnam,2024-05-08,28.8,11.5,4.0,71,6.0,1
Lạng Sơn,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,29.1,10.5,23.82,80,6.0,1
Lào Cai,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,30.8,9.0,11.3,75,7.0,1
Long An,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,36.4,19.8,4.98,60,8.0,1
Nam Định,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,31.5,17.6,3.7,79,7.0,1
Nghệ An,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,30.4,18.4,0.0,82,7.0,0
Ninh Bình,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,31.5,17.6,3.7,79,7.0,1
Ninh Thuận,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,30.8,25.9,10.3,76,7.0,1
Phú Thọ,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,31.6,14.8,39.96,80,7.0,1
Phú Yên,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,31.2,18.0,2.7,78,7.0,1
Quảng Bình,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,29.5,15.1,0.2,86,6.0,1
Quảng Nam,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,31.3,18.4,0.2,82,7.0,1
Quảng Ngãi,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,33.0,19.4,0.2,75,7.0,1
Quảng Ninh,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,28.7,16.6,1.8,80,6.0,1
Quảng Trị,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,32.1,16.6,0.1,80,7.0,1
Sóc Trăng,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,35.3,24.1,1.5,61,8.0,1
Sơn La,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,32.4,7.6,9.67,76,7.0,1
Tây Ninh,Đông Nam Bộ,Vietnam,2024-05-08,36.6,18.1,5.03,59,8.0,1
Thái Bình,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,30.6,16.6,2.5,80,7.0,1
Thái Nguyên,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,30.9,11.5,30.2,80,7.0,1
Thanh Hóa,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,31.0,17.3,0.6,80,7.0,1
Thừa Thiên - Huế,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-08,32.1,16.6,0.1,80,7.0,1
Tiền Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,35.2,19.1,0.8,65,8.0,1
Trà Vinh,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,34.5,22.0,1.9,62,7.0,1
Tuyên Quang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,31.6,14.8,39.96,80,7.0,1
Vĩnh Long,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-08,36.1,20.2,8.43,66,8.0,1
Vĩnh Phúc,Đồng Bằng Sông Hồng,Vietnam,2024-05-08,31.6,14.8,39.96,80,7.0,1
Yên Bái,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-08,31.6,14.8,39.96,80,7.0,1
An Giang,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-09,33.0,13.7,33.25,65,7.0,1
Bà Rịa-Vũng Tàu,Đông Nam Bộ,Vietnam,2024-05-09,32.2,33.8,0.5,72,7.0,1
Bắc Giang,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-09,29.6,13.7,13.3,80,6.0,1
Bắc Kạn,Trung du và miền núi Bắc Bộ,Vietnam,2024-05-09,26.5,4.0,18.2,95,6.0,1
Bạc Liêu,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-09,33.4,25.6,6.5,65,7.0,1
Bắc Ninh,Đồng Bằng Sông Hồng,Vietnam,2024-05-09,29.6,13.7,13.3,80,6.0,1
Bến Tre,Đồng Bằng Sông Cửu Long,Vietnam,2024-05-09,33.5,17.3,9.89,73,7.0,1
Bình Định,Bắc Trung Bộ và Duyên hải miền Trung,Vietnam,2024-05-09,31.4,16.9,2.0,78,7.0,1
